Banner,UPC,Kansas,New York,Northern California,Texas
Safeway,15052612,53.99,,,54.49
Safeway,509056495,,,,23.89
Safeway,421938798,16.29,,,16.39
Safeway,426268457,13.09,,,
Safeway,426540728,51.49,,,51.99
Safeway,426909634,12.89,15.09,,12.99
Safeway,428456157,25.09,,,25.39
Safeway,429624919,51.19,,,51.69
Safeway,430094535,,,,29.89
Safeway,431156925,37.89,,,38.29
Safeway,432934258,54.29,,,54.79
Safeway,433536637,39.19,,,39.59
Safeway,434688119,14.79,,,14.89
Safeway,435304991,20.89,24.49,,21.09
Safeway,421428384,58.49,,,59.09
Safeway,436463728,48.09,56.39,,48.59
Safeway,437067209,58.39,68.49,,58.99
Safeway,437172755,13.49,,,13.69
Safeway,437637358,,28.79,,24.79
Safeway,438682627,51.69,,,52.19
Safeway,440219593,13.19,15.49,,
Safeway,440309024,31.59,,,
Safeway,441168504,18.69,21.89,,18.89
Safeway,441404447,52.29,,,52.79
Safeway,441453292,,43.49,,37.39
Safeway,441772088,24.79,,,24.99
Safeway,441947799,51.49,60.49,,52.09
Safeway,442236507,,,,46.59
Safeway,436491453,56.69,,,
Safeway,421176959,59.59,69.99,,
Safeway,421047592,2.99,3.49,,3.09
Safeway,420577775,19.19,,,19.29
Safeway,383194572,5.09,5.89,,
Safeway,383815591,57.39,67.29,,57.99
Safeway,386428225,16.69,,,16.89
Safeway,387431034,,,,38.09
Safeway,387815880,,15.09,,12.99
Safeway,388197861,25.39,29.79,,25.69
Safeway,388544851,49.29,57.79,,49.79
Safeway,391122766,47.99,,,
Safeway,392781848,36.59,,,36.99
Safeway,393028851,47.69,,,48.19
Safeway,394331468,47.69,55.99,,
Safeway,395515572,20.89,24.49,,21.09
Safeway,395790602,46.99,55.09,,47.49
Safeway,396134202,36.79,,,
Safeway,397250295,27.39,,,27.69
Safeway,399409590,,27.89,,23.99
Safeway,400625108,26.99,,,27.19
Safeway,401436440,26.69,,,26.99
Safeway,403149940,34.59,,,34.99
Safeway,405684153,51.59,,,52.19
Safeway,405988807,39.39,46.29,,
Safeway,406039511,50.09,,,50.59
Safeway,414105716,40.49,47.49,,40.89
Safeway,416414679,28.79,,,29.09
Safeway,416642778,39.39,,,39.79
Safeway,416724552,6.49,,,6.59
Safeway,418444428,16.09,18.89,,16.29
Safeway,445250129,56.49,,,57.09
Safeway,383193164,38.59,45.19,,38.89
Safeway,445351739,34.19,40.19,,34.59
Safeway,447640332,12.29,,,12.39
Safeway,484719492,53.49,,,54.09
Safeway,486230490,51.99,,,52.49
Safeway,486482090,31.09,36.49,,31.49
Safeway,488091787,26.59,,,26.89
Safeway,488377803,4.39,,,4.49
Safeway,489000444,8.19,,,8.19
Safeway,489398729,36.99,,,
Safeway,494020899,47.69,,,48.09
Safeway,495847520,57.29,,,57.89
Safeway,496444498,17.09,,,17.29
Safeway,499640947,0.89,,,0.89
Safeway,500505797,29.89,35.09,,30.29
Safeway,484526970,,,,4.29
Safeway,502816606,,,,30.69
Safeway,503736553,,14.49,,12.49
Safeway,503966459,37.59,,,37.89
Safeway,504139198,54.69,64.19,,55.29
Safeway,505307561,50.89,,,51.39
Safeway,505693127,,,,26.39
Safeway,506238955,56.59,,,57.19
Safeway,506732002,54.59,,,55.09
Safeway,506754007,49.19,57.69,,49.69
Safeway,507203618,25.79,,,25.99
Safeway,508453812,40.69,,,41.09
Safeway,508604923,41.59,,,41.99
Safeway,266112120,4.59,,,4.69
Safeway,503341824,,,,28.19
Safeway,481217425,,,,27.39
Safeway,481195187,34.49,,,34.89
Safeway,480476230,21.09,,,21.29
Safeway,447858500,21.29,24.99,,21.49
Safeway,448330081,,,,48.29
Safeway,449986246,4.99,,,5.09
Safeway,450309449,26.79,,,26.99
Safeway,451026029,,,,37.59
Safeway,451469731,,,,51.29
Safeway,454788216,,,,33.49
Safeway,456975266,13.59,,,13.79
Safeway,457695472,,,,52.19
Safeway,458313112,14.19,,,14.29
Safeway,458350008,,,,6.79
Safeway,459605874,17.19,,,17.29
Safeway,460807284,35.49,41.69,,35.89
Safeway,461128883,56.29,,,56.89
Safeway,468699741,32.39,,,32.69
Safeway,470178735,55.29,,,55.89
Safeway,470692001,14.79,17.29,,
Safeway,471370637,16.99,,,17.19
Safeway,472559312,28.49,33.39,,28.79
Safeway,473279874,24.29,,,
Safeway,474794200,37.19,,,37.49
Safeway,475245085,,55.09,,47.49
Safeway,476935693,,37.69,,32.49
Safeway,477240979,10.29,,,10.39
Safeway,477539026,,,,48.79
Safeway,477638150,,,,7.59
Safeway,479749486,,,,40.69
Safeway,446836510,16.39,,,16.59
Safeway,381867389,7.59,,,7.69
Safeway,443127155,39.29,,,39.69
Safeway,377295085,2.49,,,
Safeway,299905463,51.59,,,
Safeway,300702726,52.39,,,52.89
Safeway,300705072,50.39,59.09,,50.89
Safeway,300970093,30.09,35.29,,30.39
Safeway,301161010,35.99,42.19,,36.39
Safeway,302256456,2.49,,,2.49
Safeway,302857528,,,,59.29
Safeway,303530277,47.49,,,47.99
Safeway,303748850,38.19,44.79,,38.59
Safeway,303796970,,18.99,,16.29
Safeway,304468559,52.19,61.19,,52.69
Safeway,305207870,53.49,,,54.09
Safeway,298558534,44.69,,,
Safeway,305310988,54.09,,,54.69
Safeway,306887951,15.29,17.89,,15.39
Safeway,308185637,18.79,22.09,,
Safeway,310069491,4.29,,,4.39
Safeway,310210791,38.89,,,39.29
Safeway,311149036,49.49,,,49.99
Safeway,311226396,41.49,,,41.89
Safeway,311513952,41.39,48.59,,41.89
Safeway,311625369,6.39,,,6.49
Safeway,311693284,,,,25.09
Safeway,312567137,19.29,,,
Safeway,312588009,40.19,47.09,,40.59
Safeway,312735668,20.29,,,20.49
Safeway,306137567,25.69,30.19,,25.99
Safeway,296847415,,9.39,,8.09
Safeway,296821950,6.69,,,6.69
Safeway,295208432,56.39,,,56.99
Safeway,377365657,,,,59.09
Safeway,266788198,,,,57.89
Safeway,268588472,23.59,,,23.79
Safeway,269161785,48.89,40.29,,49.39
Safeway,269567447,58.59,68.79,,59.19
Safeway,270412866,51.99,,,52.49
Safeway,271202170,31.69,,,32.09
Safeway,272466316,53.19,,,53.79
Safeway,273984951,50.79,59.59,,51.29
Safeway,275219414,45.99,53.89,,
Safeway,276263379,42.19,,,42.59
Safeway,276801250,59.29,,,59.89
Safeway,277014097,27.69,32.49,,27.99
Safeway,277132090,6.49,7.59,,6.49
Safeway,278001228,13.59,,,13.69
Safeway,278003538,,,,27.49
Safeway,278354885,17.19,20.09,,
Safeway,278739906,0.99,,,0.99
Safeway,283434497,27.79,,,28.09
Safeway,284293391,54.29,,,54.79
Safeway,285189163,19.29,22.69,,
Safeway,285195716,41.29,,,
Safeway,286798599,35.99,42.29,,36.39
Safeway,286906735,10.99,16.89,,11.09
Safeway,287415946,48.59,,,49.09
Safeway,291765113,35.69,,,36.09
Safeway,292740862,39.09,,,
Safeway,314205929,39.09,45.79,,
Safeway,314756902,32.59,,,32.99
Safeway,299791600,,37.59,,
Safeway,266425823,35.09,,,35.49
Safeway,355520088,1.89,,,1.89
Safeway,357064541,55.89,,,
Safeway,358265858,10.99,,,
Safeway,360754991,24.49,28.69,,24.69
Safeway,361415663,26.59,,,26.79
Safeway,361609713,28.99,,,29.29
Safeway,361981249,20.59,24.19,,20.79
Safeway,363196884,5.29,6.19,,5.39
Safeway,363461563,47.59,,,48.09
Safeway,363663062,,,,17.79
Safeway,365185443,40.39,,,
Safeway,365630841,24.49,28.69,,24.69
Safeway,367626432,52.69,,,53.19
Safeway,371212986,2.89,,,2.99
Safeway,371889838,8.29,9.69,,
Safeway,372268051,1.19,,,1.19
Safeway,373413450,11.59,,,11.69
Safeway,373656227,33.79,39.59,,34.09
Safeway,373709792,14.29,,,14.39
Safeway,374144563,24.49,28.69,,
Safeway,374824958,49.09,,,49.59
Safeway,375780233,1.99,2.29,,1.99
Safeway,375916960,30.19,,,
Safeway,375993782,13.49,,,13.69
Safeway,376153383,24.89,,,25.19
Safeway,315128578,,,,26.79
Safeway,376851918,36.39,,,36.79
Safeway,354716417,37.09,,,37.49
Safeway,354630366,29.49,,,29.79
Safeway,376311065,3.49,,,3.49
Safeway,353556196,3.39,,,3.49
Safeway,353626798,58.19,68.19,,58.69
Safeway,321012038,37.09,43.49,,37.49
Safeway,321130189,,47.39,,40.79
Safeway,323385020,,,,45.79
Safeway,325260449,14.39,,,
Safeway,325836526,45.59,53.49,,46.09
Safeway,325885139,,,,31.79
Safeway,327470693,29.99,,,30.29
Safeway,327660050,30.89,36.29,,31.29
Safeway,332493471,29.89,,,30.19
Safeway,333664376,33.59,,,33.99
Safeway,333868779,16.29,,,16.49
Safeway,333967502,23.69,27.79,,23.99
Safeway,336912254,,,,25.09
Safeway,319176479,54.69,,,55.19
Safeway,338728090,14.99,,,15.19
Safeway,337353166,48.19,,,48.69
Safeway,352259734,19.69,,,19.89
Safeway,352180692,,,,26.89
Safeway,350639776,55.09,64.69,,55.69
Safeway,346844734,46.89,,,47.29
Safeway,349132748,,,,31.39
Safeway,340478827,7.79,,,7.89
Safeway,340260209,42.69,,,43.19
Safeway,339765937,40.69,47.69,,41.09
Safeway,339400596,14.49,16.99,,14.59
Safeway,338863686,6.39,,,6.39
Safeway,342897052,48.99,57.49,,49.49
Trader Joes,681789308,,,56.29,48.49
Trader Joes,685061388,46.99,,55.09,47.39
Trader Joes,683810722,,19.29,,18.79
Trader Joes,683028909,42.49,44.29,,42.99
Trader Joes,680584021,19.29,19.99,,19.49
Trader Joes,676274385,,,46.39,39.99
Trader Joes,678539677,,,,26.99
Trader Joes,678530217,37.39,,,37.79
Trader Joes,677674656,18.69,,21.89,18.89
Trader Joes,676939567,36.59,37.99,,36.89
Trader Joes,698510708,,32.09,36.09,31.09
Trader Joes,678675568,19.29,20.09,,19.49
Trader Joes,685715810,,26.09,,25.29
Trader Joes,690392986,,,,43.59
Trader Joes,688174297,43.49,45.19,50.99,43.89
Trader Joes,688858216,,,20.09,
Trader Joes,690069404,17.89,18.59,,18.09
Trader Joes,690308756,,,48.29,41.59
Trader Joes,690451660,,21.79,,21.19
Trader Joes,692276824,54.79,56.99,64.29,55.29
Trader Joes,694468735,,,,1.59
Trader Joes,694669999,21.49,,,21.69
Trader Joes,695599406,,11.19,12.59,10.79
Trader Joes,696954302,,,34.19,29.39
Trader Joes,697589645,,,,26.79
Trader Joes,676268953,,,66.39,57.19
Trader Joes,687061455,35.09,36.49,,35.39
Trader Joes,674159443,15.69,16.39,18.39,15.89
Trader Joes,650943158,14.19,,16.59,14.29
Trader Joes,672429356,,,,7.29
Trader Joes,698731992,,47.39,,45.99
Trader Joes,641701426,38.09,39.69,44.69,38.49
Trader Joes,643048328,40.09,,,40.49
Trader Joes,643110527,10.69,,,
Trader Joes,643610475,,,,13.39
Trader Joes,643629043,6.09,,7.09,6.19
Trader Joes,643891644,,,,38.39
Trader Joes,643896037,,1.29,,1.29
Trader Joes,644054876,,,31.39,27.09
Trader Joes,644874729,28.99,30.19,,29.29
Trader Joes,645118810,34.89,,40.89,35.19
Trader Joes,645331356,,,,22.29
Trader Joes,673299284,9.29,9.59,,9.39
Trader Joes,646726630,,,,21.29
Trader Joes,649976289,4.59,,,4.69
Trader Joes,651936351,2.89,,,2.89
Trader Joes,652377244,,,,30.49
Trader Joes,653798822,,,,28.19
Trader Joes,654081535,,,30.49,26.29
Trader Joes,654483249,,,29.39,25.29
Trader Joes,655347860,50.19,,,50.69
Trader Joes,658435562,,,39.39,33.89
Trader Joes,659422945,4.89,,5.69,
Trader Joes,663501723,,,15.19,13.09
Trader Joes,665091890,5.09,5.29,,5.09
Trader Joes,667968672,14.59,,,14.69
Trader Joes,647962512,6.59,,7.69,
Trader Joes,698832542,,,,19.29
Trader Joes,763210027,,26.79,,
Trader Joes,700041439,,,25.79,22.19
Trader Joes,739430945,,,,57.19
Trader Joes,740153739,,,,15.59
Trader Joes,740420827,,,,8.89
Trader Joes,742030365,,,55.09,47.39
Trader Joes,742726716,40.09,,,40.49
Trader Joes,743414051,,,,32.19
Trader Joes,744228999,6.79,,,6.89
Trader Joes,744486125,18.19,18.89,,18.29
Trader Joes,744789087,3.19,,,3.19
Trader Joes,745216676,,,,18.59
Trader Joes,746596885,,,,6.19
Trader Joes,746763504,49.59,,,50.09
Trader Joes,748626363,7.49,7.79,8.79,7.59
Trader Joes,749133422,46.59,,,47.09
Trader Joes,749696942,3.59,,,3.59
Trader Joes,750854309,30.79,,36.19,31.19
Trader Joes,751783597,55.59,,,56.19
Trader Joes,753436797,,,50.49,43.49
Trader Joes,757501813,,,42.59,36.69
Trader Joes,757630984,,,,25.99
Trader Joes,758967619,,,,38.09
Trader Joes,760445497,7.59,,8.89,7.59
Trader Joes,762004012,,,1.79,1.59
Trader Joes,762710881,43.69,45.49,,44.19
Trader Joes,762977091,,,15.39,13.29
Trader Joes,763083923,14.29,,,14.39
Trader Joes,641206219,,,23.09,19.89
Trader Joes,739054494,,,,21.89
Trader Joes,699701113,,,3.29,2.89
Trader Joes,737234743,49.09,,,49.59
Trader Joes,736362595,31.59,32.89,36.99,31.89
Trader Joes,700311165,39.69,,,40.09
Trader Joes,700660531,37.39,,43.89,37.79
Trader Joes,701377201,,3.49,3.89,3.39
Trader Joes,702065059,,50.69,,49.19
Trader Joes,702239031,10.19,,11.89,10.29
Trader Joes,702868026,14.79,,,14.89
Trader Joes,704505214,,28.79,,27.89
Trader Joes,708247357,10.19,10.59,11.99,10.29
Trader Joes,708419030,,,,11.79
Trader Joes,708930835,,,,16.99
Trader Joes,709096794,37.19,38.69,,
Trader Joes,711957058,,21.79,24.59,21.09
Trader Joes,713032211,,,,8.59
Trader Joes,714264288,,,17.49,14.99
Trader Joes,714768657,,26.69,30.09,25.89
Trader Joes,715494692,,,,57.39
Trader Joes,716383928,,,32.79,
Trader Joes,723419379,,42.89,,41.59
Trader Joes,723906184,,,,18.19
Trader Joes,723934665,45.39,,,45.89
Trader Joes,725772193,,,,8.69
Trader Joes,726107443,52.89,,,
Trader Joes,726593797,,,19.49,
Trader Joes,727229928,,28.19,31.69,27.29
Trader Joes,728311671,21.29,,,21.59
Trader Joes,731963540,,53.39,,51.89
Trader Joes,736014357,9.89,10.29,,9.99
Trader Joes,737000536,7.49,,8.79,7.59
Trader Joes,641131808,,,29.79,25.69
Trader Joes,509116779,,1.39,1.49,1.29
Trader Joes,637471150,47.49,49.49,,47.99
Trader Joes,541553073,,,,29.89
Trader Joes,541944658,38.69,40.29,45.39,39.09
Trader Joes,542244776,,34.19,,33.19
Trader Joes,543464804,,19.09,21.49,18.59
Trader Joes,544719559,,43.99,,42.69
Trader Joes,545019950,54.39,,,54.89
Trader Joes,545133835,,32.39,,31.39
Trader Joes,545319478,,,,51.49
Trader Joes,546802474,42.49,44.29,,42.99
Trader Joes,549109328,,24.29,27.39,23.59
Trader Joes,549838046,53.49,,62.69,53.99
Trader Joes,549873373,42.79,,,43.19
Trader Joes,541222561,,,3.29,2.79
Trader Joes,551067349,,,,4.79
Trader Joes,554693845,,,,3.79
Trader Joes,554753210,,,,35.09
Trader Joes,555173446,,,,7.69
Trader Joes,555275616,38.99,,45.79,
Trader Joes,555531366,,,13.09,
Trader Joes,556223651,32.59,,,32.89
Trader Joes,557031026,,19.89,,19.29
Trader Joes,557637639,0.79,,0.99,0.79
Trader Joes,564014969,9.29,,,9.39
Trader Joes,564734116,39.09,,,39.49
Trader Joes,565021540,,18.19,,17.69
Trader Joes,565170341,9.09,,10.69,9.19
Trader Joes,554043945,18.29,,21.49,18.49
Trader Joes,538783344,,,,46.89
Trader Joes,538593323,,,,17.19
Trader Joes,537045183,,16.29,,15.79
Trader Joes,764458897,43.29,45.09,50.79,
Trader Joes,509419735,,,42.59,36.69
Trader Joes,513172706,,,,4.99
Trader Joes,514293895,37.39,38.89,43.79,37.79
Trader Joes,514730047,,42.29,,41.09
Trader Joes,514805290,,,7.19,6.19
Trader Joes,514912132,37.59,,44.19,37.99
Trader Joes,514987291,,,,52.69
Trader Joes,516205909,32.29,33.59,37.89,32.59
Trader Joes,517769564,,,21.69,18.69
Trader Joes,518047270,26.19,27.19,30.69,26.49
Trader Joes,523773926,11.89,,,11.99
Trader Joes,525505777,17.09,,,17.29
Trader Joes,525996730,,44.69,,43.39
Trader Joes,526069074,,,9.99,8.59
Trader Joes,526212256,29.99,31.19,35.19,
Trader Joes,526328901,,,,1.79
Trader Joes,529559570,,7.79,,7.59
Trader Joes,529968586,33.29,34.69,,33.69
Trader Joes,531197407,,,,23.49
Trader Joes,531867954,49.29,,57.89,49.79
Trader Joes,533704030,52.59,54.69,61.69,
Trader Joes,534498710,,,56.99,49.09
Trader Joes,534500231,,50.89,57.39,49.39
Trader Joes,535286391,,28.79,32.49,27.99
Trader Joes,535529908,2.19,2.29,,2.19
Trader Joes,536411687,,38.89,,37.79
Trader Joes,565229692,46.39,33.89,,46.79
Trader Joes,568256903,,,58.49,50.39
Trader Joes,568480217,,,,19.79
Trader Joes,569684083,21.09,,24.69,21.29
Trader Joes,599052834,,,19.09,16.49
Trader Joes,599921977,,,,32.29
Trader Joes,604272498,,0.89,,0.79
Trader Joes,604540867,,,,12.99
Trader Joes,606279907,,,,43.19
Trader Joes,606513778,,,,1.89
Trader Joes,607409332,,39.49,,38.29
Trader Joes,612017146,,,25.09,21.59
Trader Joes,612864775,22.59,,,22.79
Trader Joes,614172105,,,36.39,31.39
Trader Joes,614290704,,37.09,,35.99
Trader Joes,614892418,,,,56.49
Trader Joes,615706094,42.09,,,42.59
Trader Joes,616240709,54.29,,,
Trader Joes,617543188,,,,19.89
Trader Joes,620047925,43.69,,,44.19
Trader Joes,622287285,,,3.39,2.99
Trader Joes,625438627,,,,56.19
Trader Joes,627416688,22.99,23.99,,23.29
Trader Joes,627807402,22.79,23.69,,22.99
Trader Joes,627831552,,,58.19,50.09
Trader Joes,628622442,9.19,9.59,,9.29
Trader Joes,629512894,,54.49,,52.89
Trader Joes,631749882,,,23.49,20.19
Trader Joes,633357974,9.99,10.39,11.79,10.09
Trader Joes,634830299,12.09,,,12.19
Trader Joes,635609352,,16.09,18.09,15.59
Trader Joes,598589918,,,,5.99
Trader Joes,637601085,,,,32.89
Trader Joes,596626474,35.19,,,35.59
Trader Joes,594035260,,57.79,,56.09
Trader Joes,571419391,39.69,,46.49,40.09
Trader Joes,571896895,,10.49,,10.19
Trader Joes,574010167,,,,14.39
Trader Joes,574169049,,14.49,16.29,13.99
Trader Joes,574404121,,,,25.89
Trader Joes,574686428,,,,35.49
Trader Joes,575714399,12.49,,,12.69
Trader Joes,576244412,,,,23.59
Trader Joes,576506037,,41.09,,39.89
Trader Joes,579355486,,9.49,10.69,9.19
Trader Joes,581030587,12.29,12.79,14.39,12.39
Trader Joes,581614281,,44.39,50.09,43.09
Trader Joes,582214622,15.29,,,15.49
Trader Joes,582451335,,,62.19,53.59
Trader Joes,583297806,35.39,36.79,,35.69
Trader Joes,583333446,,42.99,,41.69
Trader Joes,583382498,,,,17.49
Trader Joes,583814806,,,46.09,39.69
Trader Joes,584200676,,,,39.89
Trader Joes,584598491,55.99,58.29,,56.59
Trader Joes,585091176,,19.19,21.69,18.69
Trader Joes,587031338,,55.39,,53.79
Trader Joes,587816654,,,,35.29
Trader Joes,588225773,18.99,,,19.19
Trader Joes,591915659,,,,53.99
Trader Joes,592298415,,,,41.89
Trader Joes,592499340,2.39,,,2.49
Trader Joes,594511101,17.79,,,
Trader Joes,764530996,,,,28.79
Trader Joes,878698622,23.59,,,23.89
Trader Joes,765958220,,,18.69,16.09
Trader Joes,915191199,29.79,,34.99,30.09
Trader Joes,916097175,15.79,16.49,,15.99
Trader Joes,917100992,49.49,,,49.99
Trader Joes,917211564,,,,16.19
Trader Joes,917901226,,,62.29,53.59
Trader Joes,918833743,,6.19,,5.99
Trader Joes,919110708,14.39,14.99,,
Trader Joes,920526931,,,39.99,34.39
Trader Joes,922747986,,,,16.49
Trader Joes,923314883,,21.99,,21.29
Trader Joes,923891080,,,,15.09
Trader Joes,924190396,3.19,3.29,3.69,3.19
Trader Joes,912873332,,,22.59,19.39
Trader Joes,926444424,13.49,,,13.59
Trader Joes,927693101,,,21.19,18.29
Trader Joes,928259579,17.69,,20.79,17.89
Trader Joes,929137671,,,,13.09
Trader Joes,929338551,,20.19,,19.59
Trader Joes,929458444,25.19,,,25.49
Trader Joes,930355523,12.49,12.99,,12.69
Trader Joes,931390073,16.19,16.89,,16.39
Trader Joes,932170886,,,56.79,48.89
Trader Joes,932644749,,,,55.89
Trader Joes,932864695,,26.69,30.09,25.89
Trader Joes,936330605,,,,54.69
Trader Joes,938758588,40.89,,,41.29
Trader Joes,927312846,11.19,,13.09,11.29
Trader Joes,912415151,,,27.39,23.59
Trader Joes,909199429,27.99,,32.79,
Trader Joes,907400779,,,,14.89
Trader Joes,883647960,,,52.49,45.19
Trader Joes,883713851,35.19,36.59,41.29,35.59
Trader Joes,884354350,53.79,55.99,,54.29
Trader Joes,885481376,,,17.09,14.79
Trader Joes,886012244,,5.29,5.89,5.09
Trader Joes,886105169,45.79,,,46.29
Trader Joes,887149013,46.09,,,46.59
Trader Joes,888354959,,,,1.89
Trader Joes,888599847,,,,47.59
Trader Joes,888666503,,59.39,66.89,
Trader Joes,888713764,,20.59,,
Trader Joes,891797170,23.39,24.29,,23.59
Trader Joes,894150291,24.59,,28.89,
Trader Joes,894764703,,,28.19,24.29
Trader Joes,895637329,,43.99,49.59,42.69
Trader Joes,896138462,,21.49,24.29,20.89
Trader Joes,896974529,,16.09,18.09,15.59
Trader Joes,897021614,,,62.49,
Trader Joes,897422303,,38.09,42.89,36.99
Trader Joes,899571200,,,,20.99
Trader Joes,899819893,,,,52.99
Trader Joes,899956196,,53.39,60.19,51.89
Trader Joes,904041295,36.09,37.59,,36.49
Trader Joes,904714463,43.19,,50.69,43.69
Trader Joes,905792642,,,,9.39
Trader Joes,905914857,43.89,45.69,,44.29
Trader Joes,906234211,,2.99,3.39,2.99
Trader Joes,939282782,,,,33.09
Trader Joes,882672998,,25.99,,25.29
Trader Joes,942541787,,29.59,,28.69
Trader Joes,944430721,,,23.39,20.19
Trader Joes,977134983,30.89,32.19,36.29,31.19
Trader Joes,978164640,,,15.39,13.29
Trader Joes,978196729,16.89,17.49,,16.99
Trader Joes,979616943,,,,1.19
Trader Joes,980113553,43.29,,50.79,43.69
Trader Joes,980150388,,50.99,,49.49
Trader Joes,980564443,,,38.99,33.59
Trader Joes,981197816,,43.99,,42.69
Trader Joes,981510405,56.39,58.69,66.19,56.99
Trader Joes,981620604,35.79,,,36.09
Trader Joes,986041768,22.99,23.89,,23.19
Trader Joes,986134213,,,,55.99
Trader Joes,976976235,55.49,,,56.09
Trader Joes,987411986,,,62.49,53.79
Trader Joes,988776021,35.69,,41.89,36.09
Trader Joes,988779486,,,,30.29
Trader Joes,990258086,,38.69,,37.59
Trader Joes,992105314,33.09,,,33.39
Trader Joes,992125856,,,,42.89
Trader Joes,994344572,,10.69,12.09,10.39
Trader Joes,995745822,,40.09,45.09,38.89
Trader Joes,995798889,53.89,,,54.39
Trader Joes,996262978,,12.89,,12.49
Trader Joes,996849471,,,,11.19
Trader Joes,998831540,,35.89,40.49,
Trader Joes,999185078,,52.19,,50.69
Trader Joes,987897892,,8.89,9.99,
Trader Joes,975793603,39.69,,46.59,
Trader Joes,975326196,,,,26.99
Trader Joes,971923169,,,,46.29
Trader Joes,945973686,,,63.49,54.59
Trader Joes,946880003,55.99,58.29,65.69,56.59
Trader Joes,947534594,,,45.39,39.09
Trader Joes,949435750,,,,8.19
Trader Joes,950498192,,57.59,,55.89
Trader Joes,952287274,49.99,51.99,58.69,50.49
Trader Joes,952635660,,12.59,14.19,12.29
Trader Joes,953126270,26.59,,,
Trader Joes,955026913,,,,51.59
Trader Joes,955421336,16.99,,,17.19
Trader Joes,958194401,,36.89,41.49,35.79
Trader Joes,958465158,,,51.19,44.09
Trader Joes,959054260,,,,18.99
Trader Joes,959211839,31.89,,37.39,32.19
Trader Joes,962019991,29.49,,,29.79
Trader Joes,962420701,15.79,16.49,,15.99
Trader Joes,963136610,38.99,,,39.39
Trader Joes,963229417,,44.99,50.79,43.69
Trader Joes,963858888,,,,47.99
Trader Joes,964715239,,33.59,,32.59
Trader Joes,965083187,,32.59,,31.69
Trader Joes,965370690,,,,43.19
Trader Joes,966125119,,,,24.19
Trader Joes,966176819,,,,35.69
Trader Joes,966807089,,54.49,,
Trader Joes,967167461,,,25.29,
Trader Joes,970617307,50.29,,,50.89
Trader Joes,943281894,,18.79,21.09,18.19
Trader Joes,881539712,54.29,,63.69,54.79
Trader Joes,881311707,,52.09,58.69,50.59
Trader Joes,879777546,,46.79,,45.39
Trader Joes,797375865,54.39,,,54.99
Trader Joes,798625113,,3.59,3.99,
Trader Joes,801329171,,51.39,,49.89
Trader Joes,802480036,51.39,,,51.99
Trader Joes,804094528,,41.69,46.99,40.49
Trader Joes,805082512,15.29,,17.99,15.49
Trader Joes,808274867,37.79,39.29,,38.19
Trader Joes,808976577,,,30.29,26.09
Trader Joes,810777505,27.09,28.19,,27.39
Trader Joes,812183948,28.59,,,28.89
Trader Joes,812264326,28.29,,,28.59
Trader Joes,812817987,21.49,22.29,,21.69
Trader Joes,795937333,,22.59,,21.89
Trader Joes,813117592,,44.49,,43.19
Trader Joes,817674221,,46.39,52.29,44.99
Trader Joes,818139689,,,62.49,
Trader Joes,819121025,19.29,,22.59,19.49
Trader Joes,820540489,,51.69,,50.19
Trader Joes,821096485,,8.89,10.09,8.69
Trader Joes,821504223,,,,43.29
Trader Joes,822316142,,4.09,4.59,3.99
Trader Joes,825958722,8.99,,,9.09
Trader Joes,826114350,,20.19,,19.59
Trader Joes,826771870,,,16.39,14.19
Trader Joes,826777526,46.79,,,47.19
Trader Joes,827210689,,,,6.89
Trader Joes,817162115,,,20.99,18.09
Trader Joes,795655973,,54.39,,52.79
Trader Joes,794251522,,,,35.99
Trader Joes,793865483,,17.69,,17.19
Trader Joes,766810433,,,,17.59
Trader Joes,768303991,,50.79,,49.29
Trader Joes,768547166,,,,35.59
Trader Joes,768628469,,,10.19,8.79
Trader Joes,768879663,56.59,,66.39,
Trader Joes,768900012,,,57.69,49.69
Trader Joes,769464973,37.69,,44.19,37.99
Trader Joes,770347410,1.59,,,
Trader Joes,771066892,,32.69,,31.69
Trader Joes,773828271,,,,54.49
Trader Joes,774342015,34.69,,40.69,34.99
Trader Joes,774949377,,,,25.49
Trader Joes,778006625,,52.89,,51.39
Trader Joes,778682895,,4.59,5.19,4.49
Trader Joes,780230660,,,,46.29
Trader Joes,783399454,,,34.79,29.99
Trader Joes,783845705,,,,22.59
Trader Joes,783899410,,41.89,47.29,40.69
Trader Joes,784408530,,,2.49,2.19
Trader Joes,785234168,31.69,32.99,37.19,31.99
Trader Joes,786293238,5.59,,,5.59
Trader Joes,789649867,,,54.29,46.79
Trader Joes,789986401,13.99,14.49,16.39,14.09
Trader Joes,790024227,14.19,14.79,16.59,14.29
Trader Joes,790066655,,,4.89,
Trader Joes,790347148,,43.29,48.79,41.99
Trader Joes,791901779,43.99,,51.59,44.39
Trader Joes,827531126,37.49,38.99,,37.89
Trader Joes,827631041,,40.39,,39.19
Trader Joes,827898456,,,,36.19
Trader Joes,827980895,,,,52.49
Trader Joes,854689154,49.29,51.39,57.89,49.79
Trader Joes,854985252,,38.49,43.39,
Trader Joes,855000437,20.29,21.09,,20.49
Trader Joes,856365324,37.29,,43.69,37.69
Trader Joes,856554674,,23.49,,
Trader Joes,857067649,52.19,54.29,,52.69
Trader Joes,857721983,,,,26.09
Trader Joes,859607186,,,27.39,23.59
Trader Joes,860167579,33.69,,39.59,34.09
Trader Joes,861024387,4.99,,5.89,
